word,meaning,level,frequency
carriage,客车厢， 四轮马车,CET4,
carrier,运输工具， 运载工具； 带菌者； 载重架， 置物架,CET4,
carrot,胡萝卜,CET4,
carry,vt.携带；运载；传送,CET4,
cart,运货马车,CET4,
cartoon,卡通画， 幽默画； 动画片， 卡通片,CET4,
case,n.情况；事实；病例；n.箱(子)，盒(子)，套,CET4,
cash,现金，现款；把…兑现,CET4,
cashier,出纳,CET4,
cassette,盒式录音带,CET4,
cast,投，扔，抛；浇铸；演员表， 全体演员； 石膏绷带； 铸型， 铸件； 投， 抛,CET4,
castle,n.城堡；巨大建筑物,CET4,
casual,偶然的； 非正式的； 临时的， 不定期的； 漠不关心的， 冷淡的,CET4,
cat,n.猫，猫科，猫皮,CET4,
catalog,目录，目录册；一系列；将…编入目录， 将编目,CET4,
catalogue,目录；为…编目录，把…列入目录中,CET4,
catch,vt.捉住；赶上；领会,CET4,
category,种类， 类， 类别,CET4,
cattle,牛； 牲口， 家畜,CET4,
cause,n.原因，理由；事业,CET4,
cautious,十分小心的， 谨慎的,CET4,
cave,n.山洞，洞穴，窑洞,CET4,
cease,停止， 终止,CET4,
ceiling,n.天花板，顶蓬,CET4,
celebrate,vt.庆祝；歌颂，赞美,CET4,
cell,n.细胞；小房间,CET4,
cement,水泥，胶泥；黏结； 巩固， 使团结,CET4,
cent,n.分；分币；百,CET4,
center,圆心， 正中； 中心,CET4,
centigrade,百分度的； 摄氏的,CET4,
centimetre,公分， 厘米,CET4,
central,a.中心的；主要的,CET4,
centre,n.中心；中枢 vt.集中,CET4,
century,n.世纪，百年,CET4,
ceremony,典礼， 仪式， 礼节,CET4,
certain,a.确实的；肯定的,CET4,
certainly,ad.一定，必定；当然,CET4,
certificate,证书， 证件， 执照,CET4,
chain,n.链，链条，项圈,CET4,
chair,n.椅子；主席,CET4,
chairman,n.主席；议长，会长,CET4,
chalk,n.白垩；粉笔,CET4,
challenge,挑战；邀请比赛；艰巨的任务；怀疑，质问；反对， 公然反抗； 向…挑战； 对…质疑,CET4,
chamber,会议室， 会所； 房间； 腔， 室,CET4,
champion,冠军， 得胜者； 捍卫者， 拥护者,CET4,
chance,n.机会，机遇；可能性,CET4,
change,n.改变，变化；零钱,CET4,
channel,海峡， 水道， 航道； 渠道， 途径； 频道,CET4,
chaos,混乱， 紊乱,CET4,
chap,小伙子， 男人， 家伙,CET4,
chapter,章， 回， 篇,CET4,
character,性格， 特性； 性质； 人物， 角色； 符号； 字,CET4,
characteristic,特有的，典型的；特性,CET4,
characterize,成为…的特征， 以…为特征； 描绘的特性， 描述,CET4,
charge,索价；控告；充电，充满；向前冲；费用； 管理； 控告， 指责； 电荷， 充电,CET4,
charity,救济金， 施舍物； 慈善团体， 慈善事业； 宽大， 宽容,CET4,
charm,迷人的特性，魅力；符咒，咒文；吸引， 迷住,CET4,
charming,a.迷人的，可爱的,CET4,
chart,图表；航海图；用图表表示， 在图上表示,CET4,
charter,包租的， 租用的；宪章，共同纲领；特许状，许可证；包租；包，租,CET4,
chase,追逐， 追赶； 追求,CET4,
cheap,a.廉价的；劣质的,CET4,
cheat,欺骗；作弊；哄，行骗；欺骗， 欺骗行为； 骗子,CET4,
check,vt.检查；制止 n.检查,CET4,
cheek,n.面颊，脸蛋,CET4,
cheer,vt.使振作；欢呼,CET4,
cheerful,快乐的， 愉快的； 使人感到愉快的,CET4,
cheese,n.乳酪，干酪,CET4,
chemical,化学的；化学制品,CET4,
chemist,化学家， 药剂师,CET4,
chemistry,n.化学,CET4,
cheque,n.支票,CET4,
cherish,珍爱； 怀有,CET4,
cherry,n.樱桃；樱桃树,CET4,
chess,n.棋；国际象棋,CET4,
chest,胸腔， 胸膛； 箱子,CET4,
chew,咀嚼， 嚼碎,CET4,
chicken,n.小鸡，小鸟；鸡肉,CET4,
chief,主要的，为首的；总的；首领， 长官； 酋长， 族长,CET4,
child,n.小孩，儿童；儿子,CET4,
childhood,童年， 幼年， 早期,CET4,
childish,a.孩子的；幼稚的,CET4,
chill,变冷，感到冷；寒冷， 寒气； 风寒， 寒战,CET4,
chimney,n.烟囱，烟筒；玻璃罩,CET4,
chin,颏， 下巴,CET4,
china,n.中国；n.瓷器，瓷料,CET4,
chinese,a.中国的 n.中国人,CET4,
chip,屑片， 碎片； 炸土豆条； 集成电路片， 集成块； 缺口， 瑕疵,CET4,
chocolate,n.巧克力；巧克力糖,CET4,
choice,n.选择，抉择,CET4,
choke,使窒息； 塞满， 塞住,CET4,
choose,vt.选择，挑选；情愿,CET4,
chop,砍，劈；切细；排骨,CET4,
christ,基督， 救世主,CET4,
christian,基督教的；基督教徒，信徒,CET4,
christmas,n.圣诞节,CET4,
church,n.教堂，礼拜堂；教会,CET4,
cigar,雪茄烟,CET4,
cigarette,香烟， 纸烟， 卷烟,CET4,
cinema,n.电影院；电影，影片,CET4,
circle,n.圆，圆周；圈子,CET4,
circuit,电路， 线路； 环行， 巡行,CET4,
circular,圆的；循环的；兜圈子的；通知， 通告,CET4,
circulate,循环， 流通； 流传， 散布， 传播,CET4,
circulation,循环； 流传； 发行， 流通,CET4,
circumference,n.圆周，周长，圆周线,CET4,
circumstance,情况， 条件； 境遇， 境况； 经济情况,CET4,
cite,引用， 引证； 传唤， 传讯； 表彰， 嘉奖,CET4,
citizen,n.公民；市民，居民,CET4,
city,n.城市，都市,CET4,
civil,公民的； 文职的； 民用的； 民事的， 民法的； 文明的,CET4,
civilian,平民， 百姓,CET4,
civilization,文明， 文化； 开化,CET4,
civilize,使文明， 使开化， 教育,CET4,
claim,声称，主张；对…提出要求，索取；以…为其成果；需要，值得；要求， 认领， 索赔； 声称； 断言,CET4,
clap,拍手，轻拍；拍手， 鼓掌,CET4,
clarify,澄清， 阐明,CET4,
clash,发生冲突；不协调；砰地相撞，发出刺耳的撞击声；冲突； 不协调； 刺耳的撞击声,CET4,
class,n.班，班级；阶级,CET4,
classic,最优秀的，典型的，标准的；传统式样的，典雅的；文学名著， 经典作品， 杰作； 优秀的典范； 古典文学， 古典语文研究,CET4,
classical,古典的， 经典的,CET4,
classification,分类， 分级， 分类法； 类别， 级别,CET4,
classify,把…分类， 把…分级,CET4,
classmate,n.同班同学,CET4,
classroom,n.教室，课堂,CET4,
clause,条款； 从句， 分句,CET4,
claw,抓， 撕；爪，脚爪，螯,CET4,
clay,黏土， 泥土； 肉体,CET4,
clean,a.清洁的；纯洁的,CET4,
clear,a.清晰的 vt.清除,CET4,
clearly,ad.明白地，清晰地,CET4,
clerk,店员， 办事员， 职员,CET4,
clever,a.聪明的；机敏的,CET4,
click,发出咔嗒声；点击；咔嗒声,CET4,
client,委托人， 当事人， 顾客,CET4,
cliff,悬崖， 峭壁,CET4,
climate,气候； 风土， 地带； 风气， 气氛,CET4,
climb,vi.攀登，爬 vt.爬,CET4,
cloak,n.斗篷；覆盖(物),CET4,
clock,n.钟，仪表,CET4,
close,vt.关，闭；结束,CET4,
closely,ad.紧密地，接近地,CET4,
cloth,n.布；衣料；桌布,CET4,
clothe,vt.给…穿衣服,CET4,
clothes,n.衣服，服装；被褥,CET4,
clothing,n.衣服，被褥,CET4,
cloud,n.云；云状物；阴影,CET4,
cloudy,a.多云的；云一般的,CET4,
club,n.俱乐部，夜总会,CET4,
clue,线索， 暗示， 提示,CET4,
clumsy,笨拙的， 愚笨的； 粗陋的； 不得体的,CET4,
coach,长途公共汽车；教练，指导；旅客车厢；训练， 指导， 辅导,CET4,
coal,n.煤，煤块,CET4,
coarse,粗的， 粗糙的； 粗劣的； 粗俗的,CET4,
coast,n.海岸，海滨(地区),CET4,
coat,n.外套，上衣；表皮,CET4,
cock,n.公鸡；雄禽；旋塞,CET4,
code,n.准则；法典；代码,CET4,
coffee,n.咖啡，咖啡茶,CET4,
coil,卷，圈；线圈；卷,CET4,
coin,n.硬币；铸造(硬币),CET4,
cold,a.冷的；冷淡的 n.冷,CET4,
collaborative,合作的， 协作的， 协力完成的,CET4,
collapse,倒坍；塌下；突然失败；突然瓦解,CET4,
collar,n.衣领，项圈,CET4,
colleague,同事， 同僚,CET4,
collect,vt.收集 vi.收款,CET4,
collection,搜集， 聚集， 积聚； 收集， 收取； 收藏品， 收集的东西,CET4,
collective,集体的，集合性的；团体， 集体,CET4,
college,n.学院；大学,CET4,
collision,碰撞； 冲突， 抵触,CET4,
colonel,n.陆军上校；中校,CET4,
colony,殖民地； 侨居地， 聚居地； 群体， 集群,CET4,
color,n.颜色，彩色；颜料,CET4,
column,柱， 支柱， 圆柱； 纵队； 栏， 专栏,CET4,
comb,梳子；鸡冠，冠状物；梳理； 在…搜寻； 彻底搜查,CET4,
combat,战争，斗争，格斗；与…斗争， 与…战斗,CET4,
combination,结合， 联合； 化合,CET4,
combine,结合， 联合； 化合；联合企业； 联合收割机,CET4,
come,vi.来，来到；出现,CET4,
comedy,喜剧， 喜剧性,CET4,
comfort,n.舒适；安慰 vt.安慰,CET4,
comfortable,a.舒适的，安慰的,CET4,
command,命令， 指挥， 控制,CET4,
commander,司令官， 指挥员,CET4,
comment,评论；评论，意见，注释；闲话，议论,CET4,
commerce,商业， 贸易； 社交,CET4,
commercial,商业的， 商务的； 商品化的， 商业性的,CET4,
commission,委任状；委员会；佣金，回扣；授权，委托；委任， 委托,CET4,
commit,犯， 干； 使承诺； 把…托付给； 调拨…供使用， 拨出,CET4,
commitment,承诺， 许诺， 保证； 信奉， 献身； 承担的义务,CET4,
committee,委员会， 全体委员,CET4,
common,a.普通的；共同的,CET4,
commonly,ad.普通地，一般地,CET4,
communicate,通讯； 交际， 交流； 连接， 相通； 传达， 传播； 传染,CET4,
communication,通讯， 交流， 交际； 通信工具， 交通联系,CET4,
communism,n.共产主义,CET4,
communist,n.共产党员,CET4,
community,社区， 社会， 公社； 团体， 界； 群落,CET4,
companion,同伴， 共事者； 伴侣,CET4,
company,n.公司，商号；同伴,CET4,
comparable,可比较的； 类似的； 比得上的,CET4,
comparative,比较的， 相对的,CET4,
compare,比较， 对照； 把…比作,CET4,
comparison,比较， 对照； 比拟， 比喻,CET4,
compass,罗盘， 指南针； 圆规； 界限， 范围,CET4,
compassion,同情， 怜悯,CET4,
compel,强迫， 迫使屈服,CET4,
compensation,补偿， 赔偿,CET4,
compete,比赛， 竞争， 对抗,CET4,
competent,有能力的， 能胜任的,CET4,
competition,竞争， 比赛,CET4,
competitive,竞争的， 比赛的； 好竞争的， 求胜心切的； 有竞争力的,CET4,
complain,抱怨， 诉苦； 控告， 投诉,CET4,
complaint,抱怨， 怨言； 控告,CET4,
complete,a.完整的；完成的,CET4,
completely,ad.十分，完全地,CET4,
complex,由许多部分组成的， 复合的； 复杂的， 难懂的,CET4,
complicate,vt.使复杂；使陷入,CET4,
complicated,复杂的， 难懂的,CET4,
component,组成的， 构成的；组成部分，部件，组件,CET4,
compose,组成， 构成； 创作， 为…谱曲； 使平静， 使镇静,CET4,
composition,n.构成；作品；写作,CET4,
compound,复合的， 化合的；化合物，复合物；复合词；使恶化， 加重； 使化合， 使合成,CET4,
comprehension,理解， 理解力， 领悟； 理解力测验,CET4,
comprehensive,广泛的， 综合的； 理解的,CET4,
compress,压紧， 压缩,CET4,
comprise,包含， 包括， 构成,CET4,
compromise,妥协； 危及； 放弃；妥协，和解，折中办法,CET4,
computer,n.计算机，电脑,CET4,
comrade,n.同志，亲密的同伴,CET4,
conceal,把…隐藏起来， 掩盖， 隐瞒,CET4,
concede,承认， 承认…为真； 承认失败； 允许， 让予； 让步， 认输,CET4,
concentrate,全神贯注，全力以赴；集中，聚集；浓缩；浓缩物， 浓缩液,CET4,
concentration,集中； 专注， 专心； 浓缩， 浓度,CET4,
concept,概念， 观念， 设想,CET4,
concern,关切的事，有关的事；关心，挂念；关系，关联；公司，企业；涉及， 有关； 使关心， 使担心,CET4,
concerning,关于,CET4,
concert,n.音乐会，演奏会,CET4,
concession,让步， 妥协； 特许， 特许权； 承认， 认可,CET4,
conclude,推断出， 推论出； 结束， 终了； 缔结， 议定,CET4,
conclusion,结论， 推论； 结尾； 缔结， 议定,CET4,
concrete,实在的， 具体的；混凝土；具体物,CET4,
condemn,谴责， 指责； 判…刑， 宣告…有罪,CET4,
condense,冷凝， 凝结； 浓缩， 压缩， 简缩,CET4,
condition,状况， 状态； 环境,CET4,
conduct,举止， 行为； 指导； 管理； 实施；进行； 管理， 指挥， 引导； 传输， 传导,CET4,
conductor,售票员， 列车长； 指挥； 导体,CET4,
conference,会议， 讨论会； 讨论， 商谈,CET4,
confess,供认， 坦白； 承认,CET4,
confidence,信任， 信赖； 信心， 自信,CET4,
confident,确信的， 肯定的； 自信的,CET4,
confidential,秘密的， 机密的； 亲信的,CET4,
confine,限制， 使局限； 使不外出， 禁闭,CET4,
confirm,证实， 肯定； 确认； 批准,CET4,
conflict,冲突， 抵触；冲突， 抵触， 争论； 战斗， 战争,CET4,
confront,迎面遇到， 遭遇； 勇敢地面对， 正视； 使对质， 使当面对证,CET4,
confuse,使困惑， 把…弄糊涂； 混淆， 把…混同； 混乱， 搞乱,CET4,
confusion,困惑， 糊涂； 混淆； 骚乱,CET4,
congratulate,祝贺， 向…道喜,CET4,
congratulation,贺词； 祝贺， 恭喜,CET4,
congress,代表大会； [C-]国会， 议会,CET4,
conjunction,接合， 连接， 联合； 连词,CET4,
connect,连接， 结合， 联系； 给…接通电话,CET4,
connection,联系， 关系； 连接， 衔接； 连贯性； 熟人， 关系,CET4,
connexion,connection的英式拼法,CET4,
conquer,征服， 战胜； 破除， 克服,CET4,
conquest,攻取， 征服， 克服,CET4,
conscience,良心， 道德心,CET4,
conscious,意识到的， 自觉的； 神志清醒的； 有意的， 存心的,CET4,
consciousness,"n.意识,觉悟;知觉",CET4,
consent,同意；同意，赞成,CET4,
consequence,结果， 后果； 重要， 重大,CET4,
consequently,因此， 因而， 所以,CET4,
conservation,保存； 保护； 守恒,CET4,
conservative,保守的，守旧的；不时兴的，传统的；保守的人,CET4,
consider,vt.认为；考虑；关心,CET4,
considerable,相当大的； 重要的,CET4,
considerate,考虑周到的， 体贴的， 体谅的,CET4,
consideration,考虑， 思考， 要考虑的事； 体贴， 关心,CET4,
considering,鉴于， 考虑到， 顾及,CET4,
consist,由…组成； 在于； 一致,CET4,
consistent,坚持的， 一贯的； 一致的， 符合的,CET4,
constant,经常的，不断的，连续发生的；永恒的；忠实的，忠诚的；常数， 恒量,CET4,
constitute,组成， 形成； 设立； 任命,CET4,
constitution,宪法， 章程； 组成； 设立,CET4,
construct,建造； 构思；建筑物； 构想， 观念,CET4,
construction,建造； 建筑物； 结构,CET4,
consult,请教； 查阅； 商议,CET4,
consultancy,咨询公司,CET4,
consultant,顾问； 会诊医师， 专科医生,CET4,
consume,消费， 吃完， 喝光； 毁灭； 使着迷， 充满,CET4,
consumer,消费者， 用户， 消耗者,CET4,
consumption,消耗， 消费,CET4,
contact,接触；联系，交往；与…接触， 与…取得联系,CET4,
contain,vt.包含，容纳；等于,CET4,
container,容器； 集装箱,CET4,
contemporary,当代的；同时代的；同代人， 当代人,CET4,
content,n.内容，目录；容量；a.满意的，满足的,CET4,
contest,竞赛， 争夺；争夺， 与…竞争； 对…提出质疑， 辩驳,CET4,
continent,n.大陆；陆地；洲,CET4,
continual,连续的； 频频的,CET4,
continue,vt.继续，连续；延伸,CET4,
continuous,连续不断的； 延伸的,CET4,
contract,缩小； 订合同； 感染， 染上；契约， 合同,CET4,
contradiction,矛盾， 不一致； 否认， 反驳,CET4,
contrary,相反的；相反,CET4,
contrast,形成对比， 对比之下显出区别；对比， 对照； 反差；对比，对照,CET4,
contribute,捐献， 捐款； 投稿,CET4,
contribution,贡献， 促成作用； 捐款， 捐献物； 稿件,CET4,
control,vt.控制，克制 n.控制,CET4,
controversial,引起争论的， 有争议的,CET4,
controversy,争论， 辩论,CET4,
convenience,方便； 便利设施,CET4,
convenient,a.便利的；近便的,CET4,
convention,习俗， 惯例； 公约； 会议,CET4,
conventional,普通的； 习惯的， 常规的； 因循守旧的,CET4,
conversation,"n.会话,非正式会谈",CET4,
conversely,相反,CET4,
convert,转变， 转化； 改变,CET4,
convey,表达， 传递； 运送， 输送,CET4,
convict,证明…有罪， 宣判…有罪；囚犯,CET4,
conviction,确信； 坚定的信仰； 说服， 信服； 定罪， 判罪,CET4,
convince,使确信， 使信服， 说服,CET4,
cook,vt.烹调，煮 vt.烧菜,CET4,
cool,a.凉的，冷静的,CET4,
cooperate,合作， 协作； 配合,CET4,
coordinate,同等的， 并列的；协调， 调节；坐标,CET4,
coordination,同等； 调和,CET4,
cop,警察,CET4,
cope,应付， 处理,CET4,
copper,铜； 铜币， 铜制器,CET4,
copy,n.抄件 vt.抄写，复制,CET4,
copyright,版权,CET4,
cord,细绳， 粗线， 索； 灯芯绒裤,CET4,
